unit_id,unit_name,parent_code,parent_name,yyyymm,year,month,viirs_supported_flag,ba2012_supported_flag,viirs_det_primary,modis_ba_any_ba2012,observation_state,viirs_positive,mismatch_y
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202306,2023,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202307,2023,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202308,2023,8,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202309,2023,9,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202310,2023,10,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202311,2023,11,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202312,2023,12,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202401,2024,1,1,1,9.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202402,2024,2,1,1,5.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202403,2024,3,1,1,11.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202404,2024,4,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202405,2024,5,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202406,2024,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202407,2024,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202408,2024,8,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202409,2024,9,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202410,2024,10,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202411,2024,11,1,1,2.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202412,2024,12,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201202,2012,2,1,1,16.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201203,2012,3,1,1,17.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201204,2012,4,1,1,3.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201205,2012,5,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201206,2012,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201207,2012,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201208,2012,8,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201209,2012,9,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201210,2012,10,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201211,2012,11,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201212,2012,12,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201301,2013,1,1,1,6.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201302,2013,2,1,1,26.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201303,2013,3,1,1,40.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201304,2013,4,1,1,16.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201305,2013,5,1,1,3.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201306,2013,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201307,2013,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201308,2013,8,1,1,2.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201309,2013,9,1,1,2.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201310,2013,10,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201311,2013,11,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201312,2013,12,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201401,2014,1,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201402,2014,2,1,1,13.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201403,2014,3,1,1,36.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201404,2014,4,1,1,16.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201405,2014,5,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201406,2014,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201407,2014,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201408,2014,8,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201409,2014,9,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201410,2014,10,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201411,2014,11,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201412,2014,12,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201501,2015,1,1,1,2.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201502,2015,2,1,1,8.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201503,2015,3,1,1,27.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201504,2015,4,1,1,10.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201505,2015,5,1,1,3.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201506,2015,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201507,2015,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201508,2015,8,1,1,1.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,201509,2015,9,1,1,2.0,0.0,viirs_positive_mcd64a1_zero,1,1
