unit_id,unit_name,parent_code,parent_name,dominant_overlap_share,long_run_rate,district_departure,circular_mean_month,mean_resultant_length,crosswalk_sha256,source_district_geometry_bundle_sha256,source_acz_geometry_bundle_sha256,crosswalk_analysis_crs,crosswalk_implementation_identity
Adenta_Municipal,ADENTA MUNICIPAL,CZ,COASTAL ZONE,1,0.0434028422633876,-4.11174471879956,12,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Afadzato_South,AFADZATO SOUTH,FZ,FOREST ZONE,0.999999999859473,18.4438054910532,7.60391691924105,1.47275402777697,0.94316516439163,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Afigya_Kwabre_North,AFIGYA KWABRE NORTH,FZ,FOREST ZONE,0.999999999824234,0.391158537652454,-10.4487300341597,2.22701972321178,0.956929082656262,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Afigya_Kwabre_South,AFIGYA KWABRE SOUTH,FZ,FOREST ZONE,1,0.0413564530835025,-10.7985321187287,2.30559899583887,0.784541142213052,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Agona_East,AGONA EAST,FZ,FOREST ZONE,0.999999998773642,0.199639066271709,-10.6402495055405,0.57010337837729,0.932339086382602,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Agona_West_Municipal,AGONA WEST MUNICIPAL,FZ,FOREST ZONE,0.999999999244156,0.0242953163159413,-10.8155932554962,2.87876378481105,0.985237557253304,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Agotime_Ziope,AGOTIME ZIOPE,FZ,FOREST ZONE,0.999999997817012,52.3748815419791,41.5349929701669,0.93444625720341,0.950969976076149,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Ahafo_Ano_North,AHAFO ANO NORTH,FZ,FOREST ZONE,0.999999998668921,0.421406503300327,-10.4184820685119,1.99228652058463,0.957662617297035,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Ahafo_Ano_South_East,AHAFO ANO SOUTH EAST,FZ,FOREST ZONE,0.99999999990745,0.361395909535712,-10.4784926622765,1.61135769745338,0.8464617071305,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Ahafo_Ano_South_West,AHAFO ANO SOUTH WEST,FZ,FOREST ZONE,0.999999999502873,1.40123341724097,-9.43865515457122,1.71065554335038,0.968110045725109,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Ahanta_West_Municipal,AHANTA WEST MUNICIPAL,CZ,COASTAL ZONE,0.999999998903629,0.0472411451459145,-4.10790641591703,2.45500967612007,0.847475998300323,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Ajumako_Enyan_Essiam,AJUMAKO-ENYAN-ESSIAM,CZ,COASTAL ZONE,0.999999998812183,0.36000554017534,-3.79514202088761,3.64938636714452,0.964858228766444,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Akatsi_North,AKATSI NORTH,CZ,COASTAL ZONE,0.999999998540593,46.7856432621362,42.6304957010733,0.924909992514799,0.963092742241222,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Akatsi_South,AKATSI SOUTH,CZ,COASTAL ZONE,0.999999999769436,11.4907629555491,7.33561539448617,1.27167073930444,0.924801058856325,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Akwapem_North,AKWAPEM NORTH,FZ,FOREST ZONE,0.999999999205449,1.15912311060634,-9.68076546120585,1.63079378689773,0.915606465353925,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Akwapem_South,AKWAPEM SOUTH,FZ,FOREST ZONE,0.999999998796039,1.18117546983259,-9.6587131019796,2.3746034526324,0.782397976713771,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Akyem_Mansa,AKYEM MANSA,FZ,FOREST ZONE,1,0.412866715247352,-10.4270218565648,2.0029326992681,0.997348569659102,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Amansie_Central,AMANSIE CENTRAL,FZ,FOREST ZONE,0.999999999999999,0.00244811111996032,-10.8374404606922,1,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Amansie_South,AMANSIE SOUTH,FZ,FOREST ZONE,0.999999999999999,0.298002130532655,-10.5418864412795,2.04012203291172,0.959512303714514,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Amansie_West,AMANSIE WEST,FZ,FOREST ZONE,0.999999999999999,0.0844261771540693,-10.7554623946581,1.84378231705798,0.777952764191282,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Anloga,ANLOGA,CZ,COASTAL ZONE,0.99999999861339,0.605698191423358,-3.54944936963959,1.52396306541499,0.85791511495624,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Aowin,AOWIN,FZ,FOREST ZONE,0.999999999349829,0.0059683025990745,-10.8339202692131,2,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asante_Akim_Central_Municipal,ASANTE AKIM CENTRAL MUNICIPAL,FZ,FOREST ZONE,1,0.526238916135366,-10.3136496556768,1.16041646177939,0.960749906346495,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asante_Akim_North,ASANTE AKIM NORTH,FZ,FOREST ZONE,1,23.3634231650383,12.5235345932261,0.810343884156776,0.928112732677127,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asante_Akim_South,ASANTE AKIM SOUTH,FZ,FOREST ZONE,1,0.928662325714986,-9.9112262460972,1.28060277343118,0.958596474905406,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asene_Akroso_Manso,ASENE AKROSO MANSO,FZ,FOREST ZONE,0.999999999999999,0.00249500905077377,-10.8373935627614,2,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Ashaiman_Municipal,ASHAIMAN MUNICIPAL,CZ,COASTAL ZONE,1,0,-4.15514756106295,,,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asikuma_Odoben_Brakwa,ASIKUMA-ODOBEN-BRAKWA,FZ,FOREST ZONE,0.999999999471974,0.0337874387189198,-10.8061011330933,3.29531589079408,0.909024859804316,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asokore_Mampong_Municipal,ASOKORE MAMPONG MUNICIPAL,FZ,FOREST ZONE,1,0,-10.8398885718122,,,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asokwa_Municipal,ASOKWA MUNICIPAL,FZ,FOREST ZONE,0.999999999999999,0,-10.8398885718122,,,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Assin_Fosu,ASSIN FOSU,FZ,FOREST ZONE,1,0.00376052705317107,-10.836128044759,2,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Assin_North,ASSIN NORTH,FZ,FOREST ZONE,0.999999999999999,0.0871927655188962,-10.7526958062933,2.29375151952532,0.963050171210385,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Assin_South,ASSIN SOUTH,FZ,FOREST ZONE,0.999999999482026,0.0122854484513691,-10.8276031233608,2,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asunafo_North_Municipal,ASUNAFO NORTH MUNICIPAL,TZ,TRANSITION ZONE,0.999999999552074,0.395943748740777,-18.1075358249423,1.94613947954619,0.987822637706684,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asunafo_South,ASUNAFO SOUTH,FZ,FOREST ZONE,0.999999998917257,0.600886788004559,-10.2390017838076,1.95472533107362,0.974942480631315,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asuogyaman,ASUOGYAMAN,FZ,FOREST ZONE,1,11.5117275661053,0.671838994293113,1.08114997655188,0.910619041358503,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asutifi_North,ASUTIFI NORTH,TZ,TRANSITION ZONE,1,1.27530264407858,-17.2281769296045,1.30783576711153,0.897789645872433,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Asutifi_South,ASUTIFI SOUTH,TZ,TRANSITION ZONE,0.999999998565091,0.811058452711509,-17.6924211209716,1.88019233598295,0.915968839244277,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atebubu_Amantin,ATEBUBU AMANTIN,TZ,TRANSITION ZONE,0.999999999486515,41.5572715095753,23.0537919358922,0.823359667651191,0.958795399538042,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atiwa_East,ATIWA EAST,FZ,FOREST ZONE,1,0.477846812413341,-10.3620417593988,1.16422408506295,0.920309608078945,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atiwa_West,ATIWA WEST,FZ,FOREST ZONE,1,0.0249820895636738,-10.8149064822485,2,1,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atwima_Kwanwoma,ATWIMA KWANWOMA,FZ,FOREST ZONE,1,0.298275105610904,-10.5416134662013,3.6124767923829,0.933842273618512,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atwima_Mponua,ATWIMA MPONUA,FZ,FOREST ZONE,0.999999999907508,0.624643290809097,-10.2152452810031,1.97230563842552,0.971361573613983,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atwima_Nwabiagya_North,ATWIMA NWABIAGYA NORTH,FZ,FOREST ZONE,0.999999999999999,0.205328469162664,-10.6345601026495,1.88448919471188,0.738482847551292,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
Atwima_Nwabiagya_South,ATWIMA NWABIAGYA SOUTH,FZ,FOREST ZONE,1,0.375403528896859,-10.4644850429153,2.39669412114013,0.740356645356467,fb42b79ca19ab2a620cac7484c4d92c785374d39b78c52c18618be18e35772d0,b4d3050dc9f239df67c7a84fcd5bce52a306d32c450db2e80e2175909e663272,a5ad37a9b8c9cb0763997aa124268b78162f53e32c863d82c6a8ad86969b58ef,EPSG:32630,geo_data_prep.spatial.overlay.assign_districts_to_zones_by_max_share
